store,city,region,province,size,revenue,units,cost,gross_profit,promo_units,energy_units,regularBars_units,gum_units,bagpegCandy_units,isotonics_units,singleServePotato_units,takeHomePotato_units,kingBars_units,flatWater_units,psd591Ml_units
33738,MISSISSAUGA,ONTARIO,ON,324,720.46,376.83,427.21,293.25,143.1,52.94,46.48,41.37,2.08,24.69,18.4,0,21.73,40.65,12.73
33741,BRAMPTON,ONTARIO,ON,744,2276.45,1010.79,1400.17,876.28,361.31,174.92,88.02,66.83,33.63,64.63,29.58,15.33,50.42,72.13,24.06
33745,OTTAWA,ONTARIO,ON,452,879.02,438.19,539.36,339.66,191.44,65,54.87,43.54,10.17,22.92,11.54,3.79,22.15,47.6,19.75
33748,ETOBICOKE,ONTARIO,ON,773,3459.46,1619.58,2082.17,1377.3,657.44,191.31,172.06,144,44.12,94,58.52,30.83,43.35,208.65,51.21
33755,OAKVILLE,ONTARIO,ON,281,1014.61,499.08,602.24,412.37,165.08,81.65,43.63,51.65,3.46,38.87,20.1,3.73,26.48,52.46,19.58
33841,CAMBRIDGE,ONTARIO,ON,621,3280.68,1464.4,2003.02,1277.66,482.12,286.73,90.31,83.85,37.98,90.6,58.75,20.15,53.25,153.58,74.1
33861,BRAMPTON,ONTARIO,ON,NA,549.08,294.44,337.69,211.39,133.19,51.87,51.54,30.08,0,15.21,16.06,0,14.62,23.15,8.69
34438,NEWMARKET,ONTARIO,ON,701,2615.21,1153.79,1603.49,1011.72,398,158.88,106.19,67.4,50.25,83.52,33.75,33.5,42.5,89.04,39.33
34452,THUNDER BAY,ONTARIO,ON,668,1010.67,439.75,627.8,382.87,162.9,82.48,31.6,28.77,12.54,27.63,10.83,10.1,16.65,38.83,21.77
34462,BRAMPTON,ONTARIO,ON,776,2924.22,1322.5,1773.75,1150.47,466.58,215.02,112.81,70.13,36.31,90.27,51.1,23.35,53.4,122.27,43.65
34543,OAKVILLE,ONTARIO,ON,436,3424.64,1575.02,2069.25,1355.39,598.46,298,138.6,128.96,23.58,145.62,52.35,17.54,63.73,165.48,56.19
34572,NEPEAN,ONTARIO,ON,817,3606.43,1618.87,2223.54,1382.89,623.37,249.02,172.87,113.12,72.65,122.94,51.08,43.88,52.31,134,54.56
34587,MISSISSAUGA,ONTARIO,ON,718,3242.15,1506.69,1964.34,1277.81,543.25,236.31,150.73,102.96,37.4,126.73,59.08,16.9,42.44,153.5,46.77
34814,WELLAND,ONTARIO,ON,743,1603.82,701.67,1012.96,590.85,313.52,132.96,69.29,45.04,23.31,48.44,20.38,20.02,33.96,44.5,25.12
34816,WOODBRIDGE,ONTARIO,ON,870,3426.58,1548.17,2063.27,1363.31,561.13,213.33,131.58,164.92,46.15,97.62,43.54,28.35,51.46,190.65,23.75
34827,SUDBURY,ONTARIO,ON,604,1435.31,661,896.51,538.8,303.04,104.12,58.37,69,23.54,40.63,24.37,11.08,19.9,61.33,37.63
34828,PETERBOROUGH,ONTARIO,ON,699,2236.6,1002.37,1366.1,870.5,368.02,154.96,93.65,66.85,30.54,76.04,32.79,19.13,27.35,80.69,48.29
34829,MISSISSAUGA,ONTARIO,ON,382,657.16,329.54,395.33,261.84,136.02,47.69,41.04,27.65,6.4,18.48,14.88,5.92,16.1,33.08,11.23
34871,MARKHAM,ONTARIO,ON,848,1946.54,894.92,1174.62,771.91,335.77,108.23,80.33,60.38,23.52,48.13,40.04,19.31,25.38,110.27,22.46
34894,WHITBY,ONTARIO,ON,922,2491.93,1121.27,1546.65,945.28,468.23,170.63,132.19,69.81,40.88,76.54,36.88,30.02,41.13,94.5,40.88
35005,RICHMOND HILL,ONTARIO,ON,835,2865.48,1286.85,1734.51,1130.97,435.02,156.69,124.37,87.27,54.98,76.62,52.38,38.85,50.92,141.46,23.79
35007,BRAMPTON,ONTARIO,ON,821,3178.32,1466.83,1987.42,1190.9,580.63,238.92,165.92,105.65,65.46,75.37,51.79,27.21,59.94,99.94,45.31
35017,BRAMPTON,ONTARIO,ON,933,3309.92,1505.77,2032.94,1276.99,547.13,247,158.04,105.92,50.69,87.6,42.23,25.69,70.29,110.69,41.96
35055,ETOBICOKE,ONTARIO,ON,754,1589.96,719.37,989.51,600.46,237.08,106.94,69.29,49.56,23.19,34.06,30.56,11.37,33.08,64.23,18.38
35061,RICHMOND HILL,ONTARIO,ON,910,2853.6,1270.63,1733.59,1120.01,418.63,146.13,129.65,72.56,62.73,67.31,41.21,38.1,49.98,114.04,34.1
35073,BOWMANVILLE,ONTARIO,ON,808,2679.38,1173.16,1619.3,1060.08,485.92,204.96,102.71,65.29,50.12,88.57,29.02,22.65,55.53,81.71,57.84
35083,NEWMARKET,ONTARIO,ON,741,3647.51,1606.56,2216.92,1430.59,569.58,287.52,155.35,74.42,61.08,101.12,55.06,25,56.54,162.21,55.31
35101,WHITBY,ONTARIO,ON,856,3552.44,1542.37,2211.04,1341.4,556.23,264.85,119.12,70.33,47.27,104.69,70.83,42.13,65.65,116.9,48.31
35109,VAUGHAN,ONTARIO,ON,856,4564.46,2087.15,2772.68,1791.79,650.77,267.81,179.83,110.35,66.63,108.62,122.19,45.87,85.58,198.87,63.23
35110,SUDBURY,ONTARIO,ON,686,1481.36,655.85,926.26,555.1,279.81,113.79,47.25,60.37,21.48,39.29,21.73,14.98,21.4,58.1,42.31
35131,BARRIE,ONTARIO,ON,841,4134.09,1819.12,2578.38,1555.71,784.17,408.02,108.98,114.02,60.5,139.56,62.15,33.88,76.58,149.69,67.15
35140,BRAMPTON,ONTARIO,ON,878,3691.23,1726.12,2263.65,1427.58,642.44,296.02,166.13,134.65,50.88,105.25,62.08,25.62,79.15,141.46,44.12
35150,CUMBERLAND,ONTARIO,ON,837,2753.31,1211.75,1732.92,1020.4,460.69,252.19,89.15,69.85,44.48,81.4,39.19,31.31,41.29,84.42,55.12
35155,OSHAWA,ONTARIO,ON,930,3535.1,1543.12,2210.78,1324.31,642.1,309.06,138.42,97.6,52.27,107.17,43.5,34.63,69.12,106.52,50.69
35157,NEPEAN,ONTARIO,ON,754,2324.12,1014.02,1425.12,899,353.6,169.69,94.29,66.15,36.6,78.63,28.46,22.33,48.38,75.06,38.88
35160,OAKVILLE,ONTARIO,ON,949,2868.36,1249.87,1730.56,1137.8,399.19,202.81,105.87,97.04,41.62,84.12,41.02,29.62,56.83,119.02,32.21
35175,AJAX,ONTARIO,ON,929,3628.49,1605.87,2237.27,1391.22,619.12,262.52,148.17,88.35,54.4,114.06,46.58,34.94,61.5,151.46,49.54
35176,VAUGHAN,ONTARIO,ON,830,3012.6,1367.77,1814.18,1198.42,442.1,184.75,122.98,115.54,43.92,76.25,49.52,24.08,61.04,148.96,31.12
35177,BRAMPTON,ONTARIO,ON,904,2705.17,1274.98,1672.72,1032.45,479.04,195.27,148.31,107.77,47.02,60.98,44.75,22.56,64.13,95.81,28.79
35180,KITCHENER,ONTARIO,ON,916,3867.38,1645.08,2453.04,1414.34,683.21,392.52,127.19,102.4,68.96,104.98,42.71,41.29,66.83,100,60.54
35197,OTTAWA,ONTARIO,ON,893,4173.32,1848.33,2568.21,1605.11,678.79,275.27,159.44,99,59.5,120.67,78.06,47.65,82.6,170.54,75.04
35200,WHITBY,ONTARIO,ON,917,4634.72,2062.29,2869.4,1765.33,842.94,296.56,146.92,98.38,82.06,168.94,82.1,60.85,91.5,179.98,66.56
35203,CAMBRIDGE,ONTARIO,ON,944,4815.11,2074.37,2989.69,1825.41,774.33,453.12,164.19,135.81,63.58,133.31,62.02,52.25,94.31,154.87,62.21
35207,OAKVILLE,ONTARIO,ON,837,2628.37,1177,1597.16,1031.22,430.06,207.54,80.58,76.5,48.79,78.67,46.65,18.31,42.94,136.02,34.73
35210,MARKHAM,ONTARIO,ON,913,2778.61,1255.87,1701.05,1077.56,453.17,169.79,124.5,83.85,50.62,83.54,40.27,34.46,48.96,109.58,25.33
35212,STITTSVILLE,ONTARIO,ON,886,3525.61,1550.73,2232.06,1293.56,633.13,275.88,107.56,63.12,58.48,117.46,51.42,48.02,61.44,111.46,61.58
35218,VAUGHAN,ONTARIO,ON,802,4192.13,1829.54,2523.14,1668.99,571.69,248.71,133.9,118.75,56.21,153.12,58.77,46.88,70.33,194.31,36.15
35219,BRADFORD,ONTARIO,ON,910,5826.47,2504.02,3563.38,2263.09,870.33,489.6,194.13,120.65,83.33,171.98,83.48,46.98,72.52,258.13,69.19
35220,MISSISSAUGA,ONTARIO,ON,857,2055.2,929.33,1246.92,808.28,328.29,120.79,94.58,69.27,41.77,57.4,32.06,20.94,37.75,86.79,20.06
35224,MARKHAM,ONTARIO,ON,974,5839.86,2579.48,3579.09,2260.77,882.98,284.35,262.88,131.4,131.58,172.42,93.17,95.67,109.1,206.75,72.44
35236,AJAX,ONTARIO,ON,875,4152.9,1871.56,2557.37,1595.52,707.48,321.63,161.56,104.15,70.4,114.54,80.25,39.06,57.96,170.96,50.44
35237,GEORGETOWN,ONTARIO,ON,923,4540.65,2020.31,2777.53,1763.12,732.21,310.94,176.27,138.77,86.13,164.25,51.5,48.71,55.98,182.21,62.75
35249,OTTAWA,ONTARIO,ON,323,844.55,431.71,512.57,331.98,157.67,58.31,39.62,38.67,4.62,30.23,22.73,0,23.9,45.23,22.85
35250,VAUGHAN,ONTARIO,ON,675,2200.39,929.17,1372.03,828.36,276.22,153.33,69.17,66.44,33.67,51.17,26.78,26.17,35.83,72,22.22
35251,BRAMPTON,ONTARIO,ON,882,5264.52,2341.21,3217.6,2046.92,837.02,382.4,177.79,133.75,87.37,136.19,76.71,41.23,58.46,234.87,59.12
35252,WHITBY,ONTARIO,ON,881,3530.43,1564.75,2221.94,1308.48,582.6,300.71,109.58,91.54,58.21,105.87,59.73,34.46,66.88,115.46,47.06
35258,VAUGHAN,ONTARIO,ON,861,2604.93,1170.92,1548.02,1056.91,371.58,157.02,77.21,108.98,39.38,81.04,32.52,21.31,40.79,142.65,24.17
35262,STONEY CREEK,ONTARIO,ON,991,4670.3,1978.9,2877.32,1792.98,684.81,402.27,162.1,111.88,72.71,150.31,57.35,44.4,84.04,162.9,54.23
35268,BRAMPTON,ONTARIO,ON,954,3365.35,1509.69,2074.07,1291.28,532.77,177.85,132.92,89.77,72.23,97.9,50.62,46.1,64.12,126.77,33.44
35269,BRAMPTON,ONTARIO,ON,850,4725.14,2091.52,2851.29,1873.85,667.96,303.96,170.96,109.98,78.02,145.63,79.31,37.19,39.12,240.88,52.96
35277,PARRY SOUND,ONTARIO,ON,955,6035.56,2392.4,3736.37,2299.19,658.33,264.96,216.56,104.58,90.38,119.19,111.79,131.54,81.77,223.73,81.88
35284,NIAGARA FALLS,ONTARIO,ON,904,2260.91,992.69,1381.9,879.01,380.1,187.06,81.04,45.33,31.15,60.62,36.02,21.31,40.27,116.12,35.33
35288,MILTON,ONTARIO,ON,930,5644.71,2430.6,3460.75,2183.96,797.79,357.85,208.96,127.81,128.23,177.85,73.52,80.46,82.6,187.87,85.62
35326,KINGSTON,ONTARIO,ON,1031,10051.72,4363.65,6080.34,3971.38,1664.83,616.15,374.56,199.48,144.4,282.4,174.08,125,193.31,389.42,217.65
35344,VAUGHAN,ONTARIO,ON,788,3035.45,1387.21,1866.06,1169.39,561.87,183.19,149.65,93.46,40.96,89.75,45.63,30.27,26.17,150.71,35.44
35366,UNKNOWN,QUEBEC,UNKNOWN,971,3904.35,1710.37,2396.9,1507.45,492.65,233.96,121.42,105.02,70.79,97.29,79.19,56.56,90.92,195.69,60.33
35440,MARKHAM,ONTARIO,ON,416,1163.14,560.54,693.25,469.89,174.21,69.73,54.08,36.52,13.85,32.79,34.94,10.4,29.15,66.62,19.37
35932,MAIDSTONE,ONTARIO,ON,475,1312.07,610.38,822.19,489.88,220.25,110.21,53.88,40,5.02,48.23,30.77,5.02,32.85,52.15,35.44
36050,CALGARY,WEST,AB,349,578.9,281.02,346.21,232.68,102.23,38.25,37.83,15.02,7.54,16.25,11.21,1.29,13.21,44.19,17.38
36269,EDMONTON,WEST,AB,527,4428.31,1936.98,2709.02,1719.29,613.27,331.48,170.4,99.85,46.13,108.56,64.15,29.96,66.08,222.25,108.73
36360,REGINA,WEST,SK,1020,5965.93,2506.87,3647.25,2318.68,654.21,269.4,198.88,113.46,84.15,134.33,100.25,87.73,105.87,206.31,120.44
36379,LEDUC,WEST,AB,785,2406.42,1048.71,1459.62,946.8,352.38,156.44,89.19,52.12,32.92,63.52,43.21,19.19,29.52,109.52,53.35
36445,SPRUCE GROVE,WEST,AB,294,462.61,201.65,273.43,189.18,54.25,26.33,13.42,15.42,4.31,11,7.25,0.63,8.48,25.52,24.13
36531,EDMONTON,WEST,AB,NA,733.04,341.25,438.89,294.15,119.1,54.04,27.92,39.37,3.96,22.31,11.65,3.38,15.56,39.21,39.87
36559,MEDICINE HAT,WEST,AB,882,5236.08,2202.9,3140.33,2095.75,822.31,275.46,153.58,96.5,103.19,127.17,76.44,51.62,57.56,276.88,118.46
36599,CALGARY,WEST,AB,728,2383.19,1009.06,1433.03,950.16,352.48,169.27,60.54,65.67,24.67,84.37,24.31,14.06,33.02,132.94,32.31
36629,CALGARY,WEST,AB,314,715.56,359.27,439.56,276,183.23,63.02,36.71,32.38,3.46,19.56,9.69,1.98,13.06,41.69,30.58
36665,WETASKIWIN,WEST,AB,865,3230.5,1382.21,2007.61,1222.89,433.48,167.56,83.1,59.85,37.58,80.4,63.92,35.54,46.77,162.83,84.56
36666,CALGARY,WEST,AB,718,2907.95,1319.4,1730.86,1177.09,413.9,188.6,114.44,91.85,39.13,70.31,49.92,17.54,37.6,142.71,64.79
36718,DUGALD,WEST,MB,1119,16266.5,6515.29,9840.73,6425.77,2157.38,862.62,464.48,217.46,217.75,378.54,302.23,210,251.33,788.77,325.29
36780,WINNIPEG,WEST,MB,964,3084.01,1367.23,1945.95,1138.06,525.25,222.23,113.48,66.44,41.31,88.42,41.31,36.58,51.81,109.6,46.52
36813,REGINA,WEST,SK,958,8341.52,3384.6,5171.07,3170.45,984.69,510.75,180.83,125.52,116.83,198.27,111.25,110.88,101.37,276.46,181.69
36922,STONY PLAIN,WEST,AB,919,6549.68,2644.42,4033.08,2516.6,817.94,459.44,172.54,90.13,64.56,173.54,80.46,71.25,105.79,270.25,138.81
36997,CHILLIWACK,WEST,BC,769,2691.4,1156.9,1604.92,1086.48,467.84,143.37,77.39,52.16,49.47,63.9,36.31,29.16,36.94,180.53,45.82
37313,GRANDE PRAIRIE,WEST,AB,919,13059.53,5209.9,7823.15,5236.38,1795.42,956.9,336.04,130.25,137.17,396.17,189.67,82.62,152.08,674.71,301.75
37505,MORRIS,WEST,MB,658,4066.63,1726.98,2486.13,1580.5,695.67,210.21,147.13,54.33,66.62,139.31,71.92,56.77,84.83,124.17,79.19
37531,LANGENBURG,WEST,SK,891,5697.37,2305.62,3521.6,2175.77,823.75,312.65,158.63,80.6,70.58,151.63,83.65,77.96,103.98,153.46,149.83
37634,REGINA,WEST,SK,948,6302.88,2560.04,3901.19,2401.69,674.58,395.4,144.56,97.56,77.67,165.9,68.46,89.31,76.63,171.5,135.15
37641,KAMLOOPS,WEST,BC,967,6563.1,2776.44,4071.06,2492.04,1175.17,295.19,253.63,75.04,112.65,170.65,102.29,129.23,122.9,230.73,115.71
37668,AIRDRIE,WEST,AB,971,10706.51,4419.02,6372.54,4333.97,1653.19,693.56,271.21,165.23,186.15,259.63,159.81,111.71,171.15,536.54,221.37
37671,KELOWNA,WEST,BC,573,774.54,346.06,460.05,314.49,117.5,30.75,23.1,19.25,10.21,28.77,12.58,5.65,13.83,52.42,10.77
37679,FORT MCMURRAY,WEST,AB,838,7992.31,3143.44,4851.15,3141.17,1367.63,821.87,180.75,136.33,100.25,197.17,102.52,62.5,94.54,310.27,163.46
37764,CALGARY,WEST,AB,930,5563.95,2460.29,3440.99,2122.96,948.23,310.75,222.19,115.73,117.75,165.81,95.17,74.04,91.87,214.9,101.44
37815,MISSION,WEST,BC,880,6276.69,2709.51,3910.41,2366.29,1166,362.63,245.94,114.39,116.92,178.59,80.41,87.92,125.51,182.24,105.43
37855,CALGARY,WEST,AB,855,3854.63,1655.73,2346.32,1508.31,553.81,259.33,127.62,81.29,55.6,109.1,47.13,40.67,60.52,184.33,71.38
37856,CALGARY,WEST,AB,970,7214.7,2972.88,4467.4,2747.29,955.25,537.96,182.6,148.1,94.9,203.19,102.6,85.98,105.92,229,129.81
37891,SHERWOOD PARK,WEST,AB,728,3108.22,1357.15,1881.51,1226.71,449.38,234.52,120.77,101.71,29.69,82.6,43.6,17.15,47.58,147.79,74.15
37967,CALGARY,WEST,AB,739,2761.79,1219,1667.38,1094.4,432.31,205.42,76.96,68.21,29.63,84.48,62.12,9,35.44,114.75,71.48
37972,CALGARY,WEST,AB,979,4138.25,1795.42,2556.34,1581.92,708.94,314.75,150.96,111.77,67.67,113.52,62.23,33.02,72,183.62,67.44
37996,EDMONTON,WEST,AB,931,10036.99,4131.02,6151.06,3885.93,1260.96,692.02,200.33,155.73,111.88,236.44,154.62,92.96,163.73,479.19,211.15
38598,WINNIPEG,WEST,MB,852,2036.05,912.69,1268.21,767.83,344.54,122.96,88.46,53.56,23.58,59.79,27.73,26.42,41.38,82.33,42.44
38787,UNKNOWN,QUEBEC,UNKNOWN,537,1616.52,668.31,928,688.52,25.46,85.02,38.1,23.92,6.94,28.58,40.79,9.52,41.1,65.5,40.42
38820,EDMONTON,WEST,AB,972,5740.69,2343.19,3506.87,2233.82,763.73,436.65,140.81,93.58,67,128.31,62.12,57,99.67,276.9,121.46
38827,WINNIPEG,WEST,MB,974,4854.17,2015,2965.43,1888.73,779.6,367.21,143.98,76.94,90.42,149.37,59.56,52.92,71.37,175.19,90.88
38860,CALGARY,WEST,AB,915,4584.24,1956.56,2896.61,1687.64,833,291.33,169.58,111.31,84.08,111.25,53.08,72.15,55.04,169.67,78.6
38862,CALGARY,WEST,AB,930,6730.56,2777.5,4094.51,2636.06,844.5,461.88,186.88,116.75,116.54,185.56,112.12,66.5,128.79,299.5,103.63
38866,LANGLEY,WEST,BC,910,5698.2,2431.88,3498.42,2199.78,970.37,344.73,226.42,119.33,117.58,177.92,76.38,74.6,68.08,195.94,75.02
38869,ACHESON,WEST,AB,1031,18301.39,7237.58,10991.09,7310.31,2258.13,1229.73,491.63,211.71,210.65,397.71,319.6,158.77,285.88,815.17,364.63
38877,CALGARY,WEST,AB,948,7235.54,2967.69,4465.54,2770,862.92,384.56,243.04,126.17,170.27,157.13,100.48,109.75,110.12,186.19,146.08
38893,REGINA,WEST,SK,890,4938.69,2069.92,3001.18,1937.51,650.42,302.27,119.92,76.92,69.4,110.87,73.29,52.65,76.88,266.25,122.25
38898,EDMONTON,WEST,AB,822,3333.79,1412.54,2040.88,1292.91,479.37,242.04,116.98,75.15,44.15,103.21,46.29,31.27,52.56,146.62,50.65
38932,EDMONTON,WEST,AB,906,6303.81,2545.65,3896.33,2407.48,872.83,605.38,142.52,103.56,54.77,166.62,64.67,53.25,91.27,273.42,94.96
38937,CHESTERMERE,WEST,AB,949,7641.76,3179.85,4663.54,2978.22,1074.56,456.44,252.79,164.63,116.02,238.77,92.37,86.79,121.73,318.35,124.33
38938,EDMONTON,WEST,AB,918,5001.18,2141,3047.65,1953.53,778.38,412.83,136.56,108.48,65.96,117.4,65.83,29.94,80.02,296.15,106.21
38945,EDMONTON,WEST,AB,847,5139.88,2207.75,3177.15,1962.73,830.75,432.63,107.83,90.56,73.29,148,85.46,37.37,72.48,290.75,98.67
38952,EDMONTON,WEST,AB,924,4028.43,1682.79,2464.19,1564.25,566.81,269.38,120.12,68.65,46.25,118.44,57.88,42.58,65.87,193.04,60
38964,UNKNOWN,QUEBEC,UNKNOWN,706,3300.39,1295.58,1883.17,1417.22,48.33,206.94,64.52,31.29,15.56,108.73,74.37,11.67,52.98,132.67,75.96
38967,ALDERSYDE,WEST,AB,1046,18067.44,7263.33,10663.45,7403.98,2109.54,883.33,487.48,241.52,251.83,421.46,345,187.94,238.44,953.06,338.52
38977,CALGARY,WEST,AB,847,3662.64,1566,2240.6,1422.04,472.31,184.19,125.21,81.15,60.75,134.5,51.5,45.54,71.46,173,60.6
38983,ST. ALBERT,WEST,AB,947,7960.22,3279.48,4885.33,3074.89,1062.69,546.73,186.52,123.98,94.08,215.4,116.06,85.65,127.85,403.12,172.44
38988,EDMONTON,WEST,AB,886,4895.1,1990.27,2961.76,1933.35,532.9,363.75,101.63,86.12,61.15,153.92,49.73,44,78.29,196.63,89.65
38996,GRANDE PRAIRIE,WEST,AB,1013,21272.6,8394.42,12926.21,8346.39,3116.5,1576.27,580.94,205.5,201.15,562.46,306.63,162.37,471.19,1054.44,390.38
39023,UNKNOWN,QUEBEC,UNKNOWN,1163,7883.14,3159.31,4896.94,2986.2,1172.52,449.9,182.6,121.85,92.69,205.44,103.6,153.17,109.17,206.35,139.56
39024,CALGARY,WEST,AB,959,11827.27,4814.62,7257.39,4569.88,1525.83,828.85,379.42,188.37,201.88,329.83,160.58,138.52,143.13,390.04,170.52
39026,ROCKY VIEW,WEST,AB,848,10317.85,4316.15,6204.84,4113.01,1353.02,754.63,285.75,134.58,130.27,278.46,144.42,86.38,149.88,580.29,227.1
39038,MEDICINE HAT,WEST,AB,1017,10179.97,4142.12,6043.82,4136.15,1410.23,574.81,268.69,121.6,137.04,227.6,177.52,87.27,183.27,557.54,200.69
39097,CALGARY,WEST,AB,950,10572.94,4363.19,6479.03,4093.9,1410.12,898.62,285.17,150.98,166.25,313.48,140.62,99.65,168.96,376.65,157.17
39107,SPRUCE GROVE,WEST,AB,622,2772.45,1157.5,1762.05,1010.4,353.5,156,51.75,37.75,54,54,37.25,55.5,61.5,120.25,65
40048,LONDON,ONTARIO,ON,684,2610.81,1225,1643.88,966.93,558.65,218.52,137.52,64.63,23.58,100.31,54.75,15.56,62.54,99.15,42.71
40356,CALEDON,ONTARIO,ON,419,1289.77,602.42,780.27,509.5,241.96,83.4,64.54,26.33,17.44,40.35,31.13,16.56,21.98,75.08,11.75
43023,BURLINGTON,ONTARIO,ON,684,1983.73,886.73,1213.08,770.65,349.4,172.17,79.38,60.31,21.52,77.52,29.56,12.75,36.48,77.25,27.69
44611,CAMPBELLVILLE,ONTARIO,ON,709,5635.62,2479.02,3365.34,2270.29,825.82,329.61,240.22,103.04,65.37,177.9,144.55,53.63,136.86,254.04,112.65
44682,WATERDOWN,ONTARIO,ON,355,506.3,239.9,308.61,197.69,95.9,59,14.56,19.83,2.96,20.31,8.38,0.71,10.62,28.88,10.87
45313,BARRIE,ONTARIO,ON,893,4958.35,2201.46,3124.16,1834.19,907.98,333.79,182.4,103.19,86.12,144.62,75.5,80.63,121.83,138.9,73.15
45339,UNKNOWN,QUEBEC,UNKNOWN,642,2141.44,986.59,1304.32,837.12,411.03,171.08,92.46,50.95,18.46,82.21,38.56,18.36,45.69,111.38,31.38
47717,KITCHENER,ONTARIO,ON,882,3247.51,1400.94,2081.48,1166.04,654.62,368.67,114.9,91.46,37.81,85.94,24.81,36.6,54.33,87.96,56.52
48293,LONDON,ONTARIO,ON,349,591.14,288.79,372.68,218.46,149.31,58.94,25.58,31.35,1.29,27.13,8.81,1.69,8.46,25.94,12.42
48314,LONDON,ONTARIO,ON,680,2191.05,975.67,1419.49,771.56,473.77,226.33,89.88,53.88,25.92,80.27,24.5,18.81,36.94,60.25,39.37
48343,LONDON,ONTARIO,ON,331,608.08,288.38,362.43,245.65,89.04,39.63,28.29,24.79,5.12,16.81,12.35,4.46,10.65,23.08,19.13
48448,LONDON,ONTARIO,ON,553,2153.84,966.85,1361.34,792.5,415.88,180.54,95.02,66.5,28.77,80.1,15.37,20.38,42.58,62.54,41
48772,WINDSOR,ONTARIO,ON,415,722.54,327.08,465.41,257.13,134,72.37,27,19.42,6.13,21.54,9.08,5.42,17.81,25.23,11.12
48798,WINDSOR,ONTARIO,ON,775,2402.34,1077.42,1494.15,908.18,391.58,200.44,80.33,66.58,32.85,76.12,41.92,15.6,49.52,103.85,40.23
48877,WINDSOR,ONTARIO,ON,635,3760.8,1645.37,2334.8,1426,597.54,290.62,126.67,93.19,37.13,114.13,48.69,40.08,92.12,155.94,88.21
49708,MISSISSAUGA,ONTARIO,ON,372,1370.77,662.17,810.38,560.39,218.02,114.63,51.33,59.56,4.87,57.06,27.73,1.13,33.9,70.92,17.35
49745,DUNDAS,ONTARIO,ON,665,1371.41,636.56,835.87,535.54,261.08,93.62,68.42,34.23,14.62,46.83,19.02,11.33,28.98,73.08,23.5
49995,WHITBY,ONTARIO,ON,598,3292.34,1502.62,2024.99,1267.35,659.15,293.1,145.46,90.46,33.02,107.5,42.48,26.31,80.19,151.25,59.44
51660,OTTAWA,ONTARIO,ON,560,2696.16,1260,1599.4,1096.77,400.44,171.1,119.25,97.35,39.48,77.71,46.35,25.4,48.44,179.71,44.42
51720,WATERLOO,ONTARIO,ON,343,854.17,439.4,533.07,321.1,235.56,76.19,59.42,70.02,2.62,27.81,12.6,2.62,23.65,33.27,16.88
52212,OAKVILLE,ONTARIO,ON,NA,77.49,42.65,41.12,36.36,17.5,4.1,5.1,1.88,0,3.98,1.75,0,0,11.96,0
52224,OAKVILLE,ONTARIO,ON,866,5427.46,2394.77,3301.06,2126.4,838.69,430.06,183.83,153.69,69.02,189.65,81.54,48.1,96.73,246.48,80.73
52247,BURLINGTON,ONTARIO,ON,609,1694.96,767.81,1051.86,643.1,311.13,161.21,56.13,40.27,15.33,49.08,29.06,13.69,35.35,71.65,26.27
52257,DUNDAS,ONTARIO,ON,736,3799.55,1648.23,2248.41,1551.14,601.37,276.63,136.77,89.85,55.38,128,66.27,32.23,53.81,192.17,72.04
52603,SUTTON WEST,ONTARIO,ON,828,2064.09,974.75,1266.74,797.34,459.12,136.73,109.27,60.44,44.98,70.13,32.06,18.73,33.25,57.92,53.1
52801,LONDON,ONTARIO,ON,876,2732.99,1197.85,1744.73,988.26,521.56,186.21,105.63,62.52,44.79,93.19,29.56,53.71,58.38,72.19,40.19
53002,BRADFORD,ONTARIO,ON,922,2413.32,1057.33,1526.48,886.84,430,198.17,104.63,65.37,32.04,61.42,34.17,26.9,46.33,76.37,27.06
53616,VANIER,ONTARIO,ON,318,1066.93,546.98,654.89,412.04,226,87.35,46.48,42.08,2.04,40.46,22.48,2.81,32.19,61.46,26.06
53710,NIPIGON,ONTARIO,ON,843,3576.55,1451.48,2129.24,1447.31,428.67,150.25,103.23,46.44,53.19,83.81,70.04,62.63,70.23,131.5,82.13
54415,THUNDER BAY,ONTARIO,ON,402,2205.43,962.35,1365.41,840.02,301.17,160.13,76.33,52.62,32.46,73.17,27.79,26.5,23.96,90.96,43.67
55102,SUDBURY,ONTARIO,ON,366,1133.08,530.75,702.15,430.93,224.94,102.54,49.75,42.17,1.88,28.06,20.98,7.69,33.02,39.25,23.44
55807,MISSISSAUGA,ONTARIO,ON,805,3043.51,1340.29,1876.53,1166.98,479.31,201.54,103.4,75.71,57.98,70.54,52.17,26.15,56.98,127.04,53.87
56105,BOLTON,ONTARIO,ON,762,2864.01,1256.96,1734.83,1129.18,413.77,198.83,115.73,113.15,48.71,76.02,32.73,20.52,57.12,117.87,34.19
56533,WINDSOR,ONTARIO,ON,790,2879.86,1279,1820.52,1059.34,505.79,233.42,91.17,65.44,49.56,102.52,38.96,23.52,54.21,103.71,57.77
56715,SUDBURY,ONTARIO,ON,882,1933.02,821.73,1223.33,709.69,308.46,136,57.67,45.63,27.94,56.1,25.73,29.31,39.12,55.27,40.96
56756,NIAGARA FALLS,ONTARIO,ON,421,917.28,431.83,565.22,352.06,188.13,89.46,52.15,39.21,4.79,23.1,10.31,7.98,24.23,45.58,15.87
